title,company,location,count,Job,JobType
Data Scientist,Alion Science and Technology,"Adelphi, MD",1,Job_356,Junior
Data Scientist 2,Symphony Health Solutions,NA,1,Job_357,Junior
CCB-Risk-Card Modeler/Data Scientist-Associate,JPMorgan Chase & Co.,"Wilmington, DE",1,Job_358,Junior
Senior Data Scientist,Entera,"New York, NY",1,Job_359,Senior
Data Scientist,Novetta,"Herndon, VA",1,Job_360,Junior
Data Scientist,First American,"Santa Ana, CA",1,Job_361,Junior
Data Scientist,rMark Bio,"Chicago, IL",1,Job_362,Junior
Data Scientist,BWX Technologies,"Oak Ridge, TN",1,Job_363,Junior
"Real World Science, Data Scientist",AstraZeneca,"Cambridge, MD",1,Job_364,Junior
DATA SCIENTIST,Spectric Labs,"Oak Hill, VA",1,Job_365,Junior
Data Scientist,"Guru Technologies, Inc.","Philadelphia, PA",1,Job_366,Junior
Data Developer (Data Science),EXFO inc.,"Orlando, FL",1,Job_367,Junior
Data Scientist – Predictive & Prescriptive Analytics,Verizon,"Alpharetta, GA",1,Job_368,Junior
Data Scientist,Macro Solutions,"Baltimore, MD",1,Job_369,Junior
Data Scientist,Wish,"Seattle, WA",1,Job_370,Junior
Associate Data Scientist,Ascensus,"Newton, MA",1,Job_371,Junior
Data Scientist,Ephesoft Inc.,"Boise, ID",1,Job_372,Junior
Data Scientist/Architect,Serry Systems,"Arlington, VA",1,Job_373,Junior
DATA SCIENTIST,Romph & Pou Agency,"Shreveport, LA",1,Job_374,Junior
Senior Data Scientist,Shipbob Inc,"Chicago, IL",1,Job_375,Senior
Data Scientist,NextGen Healthcare,"Rochester, NY",1,Job_376,Junior
"Data Scientist/Quantitative Social Scientist, Mid",Booz Allen Hamilton,"Alexandria, VA",1,Job_377,Junior
GMP Analytical Data Review Scientist (Pharmaceuticals),Cambrex Corporation,"High Point, NC",1,Job_378,Junior
Data Scientist,"Accolite, Inc.","Plano, TX",1,Job_379,Junior
Data Scientist,Spry Health,"Palo Alto, CA",1,Job_380,Junior
Jr Data Scientist,HMS,"Irving, TX",1,Job_381,Junior
Data Scientist,Gates Corporation,"Denver, CO",1,Job_382,Junior
Data Scientist,Cigna,NA,1,Job_383,Junior
Data Scientist,"Under Armour, Inc.","Austin, TX",1,Job_384,Junior
Data Scientist,SAS Institute,"Cary, NC",1,Job_385,Junior
"Data Scientist, Infrastructure Strategy Intern",Facebook,"Boston, MA",1,Job_386,Entry
Data Scientist,Virginia Tech Applied Research Corporation,"Arlington, VA",1,Job_387,Junior
Data Scientist,Options Clearing Corporation,"Chicago, IL",1,Job_388,Junior
Data Scientist,Grid Dynamics,"Atlanta, GA",1,Job_389,Junior
Data Scientist,"EDO, Inc.","New York, NY",1,Job_390,Junior
Data Scientist,GOAT,"Los Angeles, CA",1,Job_391,Junior
Full Time Opportunities for PhD Students or Recent Graduates...,Microsoft,"Redmond, WA",1,Job_392,Junior
Data Scientist,Asics Digital,"Boston, MA",1,Job_393,Junior
Intern - Data Scientist,ATPCO,"Dulles, VA",1,Job_394,Entry
Data Scientist,LOCKHEED MARTIN CORPORATION,"Cape Canaveral, FL",1,Job_395,Junior
"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA",1,Job_396,Junior
Data Scientist,ANALYTOS,NA,1,Job_397,Junior
Associate Data Scientist,Macy's,"New York, NY",1,Job_398,Junior
Data Scientist,Pacific Life,"Newport Beach, CA",1,Job_399,Junior
"Data Scientist, Forecasting",Spotify,"New York, NY",1,Job_400,Junior
Data Scientist,"Pyramid Systems, Inc.","Fairfax, VA",1,Job_401,Junior
Artificial Intelligence Summer Institute (AISI) - Summer 202...,Site 1001,"Oak Ridge, TN",1,Job_402,Junior
Data Scientist & Machine Learning Engineer,First American,"San Clemente, CA",1,Job_403,Junior
Senior Data Scientist,Microsoft,"Washington, DC",1,Job_404,Senior
Data & Applied Scientist,Systems Planning and Analysis,"Redmond, WA",1,Job_405,Junior
Data Scientist,Lat. Inc.,"Alexandria, VA",1,Job_406,Junior
Data Scientist,"SemanticBits, LLC","Jersey City, NJ",1,Job_407,Junior
Data Scientist-Remote,red violet,"Herndon, VA",1,Job_408,Junior
Data Scientist,Jar House,"Seattle, WA",1,Job_409,Junior
Data Scientist,Echo Global Logistics,"Atlanta, GA",1,Job_410,Junior
Data Scientist,Capital Lighting Fixture Company,"Chicago, IL",1,Job_411,Junior
Data Scientist,"Pyramid Systems, Inc.","Morrisville, NC",1,Job_412,Junior
Social Data Scientist,Booz Allen,"Washington, DC",1,Job_413,Junior
Associate Data Scientist,Collins Aerospace,"Westford, MA",1,Job_414,Junior
Data Scientist,Avalere Health LLC,"Washington, DC",1,Job_415,Junior
Senior Data Analyst,"The Steritech Group, Inc.","Charlotte, NC",1,Job_416,Senior
Data Scientist,AWM SMART SHELF,NA,1,Job_417,Junior
"Lead Data Scientist, Education Programs","Amazon Web Services, Inc.","Washington, DC",1,Job_418,Junior
Data Scientist,Branch International,"San Francisco, CA",1,Job_419,Junior
"Data Scientist, Zillow Offers",Zillow Group,"Seattle, WA",1,Job_420,Junior
Jr. Data Scientist,Money Map Press,"Baltimore, MD",1,Job_421,Junior
Data Analyst / Data Scientist,Defined Clarity,"New York, NY",1,Job_422,Junior
Data Scientist/Business Analyst,"Gritter Francona, Inc.","Washington, DC",1,Job_423,Junior
Customer Aligned Data Scientist,Equifax,"Alpharetta, GA",1,Job_424,Junior
Data Scientist,Informa,"Fort Lauderdale, FL",1,Job_425,Junior
Data Scientist,Natera,"Portland, OR",1,Job_426,Junior
Data Scientist,Pragmatics,"Suitland, MD",1,Job_427,Junior
Data Scientist,Valsatechcorp Template,NA,1,Job_428,Junior
Data Scientist,AEP Energy,"Columbus, OH",1,Job_429,Junior
Data Scientist,Booz Allen,"Reston, VA",1,Job_430,Junior
Data Scientist (Cambridge or RTP),Biogen,"Cambridge, MA",1,Job_431,Junior
Data Scientist - Intern,Zillow,"Seattle, WA",1,Job_432,Entry
Senior Data Scientist,Perspecta,"Washington, DC",1,Job_433,Senior
Data Scientist,Sony Pictures Entertainment Inc.,"Culver City, CA",1,Job_434,Junior
Data Scientist,"DTN, LLC","West Lafayette, IN",1,Job_435,Junior
Associate Data Scientist,Bloomberg BNA,"Washington, DC",1,Job_436,Junior
Data Scientist,S&P Global,"Charlottesville, VA",1,Job_437,Junior
AI Deep learning/Big data Engineer Internship,Gosvea,"San Jose, CA",1,Job_438,Entry
Mathematical Statistician,US Department of Housing and Urban Development,"Washington, DC",1,Job_439,Junior
"Data Scientist, Cloud",Calix,"San Jose, CA",1,Job_440,Junior
Data Engineer/Scientist MS Azure,Equinox Consulting Partners LLC,"Chesterfield, VA",1,Job_441,Junior
Health Analytics Data Scientist,UCLA Health,"Los Angeles, CA",1,Job_442,Junior
Data Scientist,University of Pennsylvania,"Philadelphia, PA",1,Job_443,Junior
Data Scientist,AEP Energy Inc,"Columbus, OH",1,Job_444,Junior
SAP Fieldglass - Data Scientist,Concur Technologies,"Chicago, IL",1,Job_445,Junior
Data Scientist,Domino's,"Ann Arbor, MI",1,Job_446,Junior
Data Scientist,Trianz,"Raleigh, NC",1,Job_447,Junior
Data Scientist I,USAA,"Plano, TX",1,Job_448,Junior
Data Scientist,Attune,"New York, NY",1,Job_449,Junior
"Senior Data Analyst, Education",Thinkful,NA,1,Job_450,Senior
Senior Data Scientist,Life Time,"Chanhassen, MN",1,Job_451,Senior
Data Science,PredictiCare,"Cambridge, MA",1,Job_452,Junior
Data Scientist - CI Poly,"SixGen, Inc.","Hanover, MD",1,Job_453,Junior
Computer Vision Intern to start immediately,"Xyken, LLC","McLean, VA",1,Job_454,Entry
Data Scientist,MCKEAN DEFENSE/CABRILLO TECHNOLOGIES,"Philadelphia, PA",1,Job_455,Junior
Computer Data Scientist,Mitre Corporation,"McLean, VA",1,Job_456,Junior
"Internship - Data Scientist, Denver CO (Summer 2020)",Transamerica,"Denver, CO",1,Job_457,Entry
Data Scientist,Invent Analytics,"Philadelphia, PA",1,Job_458,Junior
Data Scientist,Grainger,"Lake Forest, IL",1,Job_459,Junior
Data Scientist,Analysis Group,"Boston, MA",1,Job_460,Junior
Fitness Performance Data Scientist,Apple,"Santa Clara Valley, CA",1,Job_461,Junior
"Data Scientist, Apple Online Store",Apple,"Santa Clara Valley, CA",1,Job_462,Junior
Data Scientist,Wish,"San Francisco, CA",1,Job_463,Junior
Data Scientist,HOMER,"New York, NY",1,Job_464,Junior
People Analytics Data Scientist,"D. E. Shaw & Co., L.P.","New York, NY",1,Job_465,Junior
Junior Data Scientist,DeNOVO Solutions,"Aurora, CO",1,Job_466,Junior
Data Analyst/Data Scientist,Precision technologies corp,"Monmouth Junction, NJ",1,Job_467,Junior
Data Scientist,Dosh,"Austin, TX",1,Job_468,Junior
Chief Data Scientist,Booz Allen Hamilton,"Herndon, VA",1,Job_469,Junior
Data Scientist (Measurement Analyst),LiveRamp,"Boston, MA",1,Job_470,Junior
Data Scientist,Amplero,"Seattle, WA",1,Job_471,Junior
Central Maryland Summer Games 2020 Data Scientist Intern,Booz Allen Hamilton,"Annapolis Junction, MD",1,Job_472,Entry
"Data Scientist, Dynamic Pricing",ATPCO,"Dulles, VA",1,Job_473,Junior
2020 MBA/Master’s Level Internship – Data Scientist (Charlot...,U.S. Bank,"Charlotte, NC",1,Job_474,Entry
Data Scientist and Computer Engineer,Finastra,"Norcross, GA",1,Job_475,Junior
Data Scientist,Exalution Inc.,"Woodlawn, MD",1,Job_476,Junior
Data Scientist,"Lucas Systems, Inc.","Wexford, PA",1,Job_477,Junior
Data Scientist,Rent the Runway,"New York, NY",1,Job_478,Junior
Data Scientist Level 1,Scout Clean Energy,"Boulder, CO",1,Job_479,Junior
Data Scientist,FairWarning,"Saint Petersburg, FL",1,Job_480,Junior
Data Scientist,Verizon,"Alpharetta, GA",1,Job_481,Junior
Data Scientist,Varen Technologies,"Reston, VA",1,Job_482,Junior
Data Assimilation Scientist,"Global Science & Technology, Inc.","College Park, MD",1,Job_483,Junior
Data Scientist,PERITUS.AI,"Palo Alto, CA",1,Job_484,Junior
Data Scientist,DAPPER Stats,"Portland, OR",1,Job_485,Junior
Data Scientist,Catalina Marketing,"Atlanta, GA",1,Job_486,Junior
Data Scientist,Feedzai,"Atlanta, GA",1,Job_487,Junior
"Data Scientist, Intern (2020)",Duolingo University Programs,"Pittsburgh, PA",1,Job_488,Entry
Chemical Data Scientist,Texas Commission on Environmental Quality,"Austin, TX",1,Job_489,Junior
Data Scientist,UNITED STATES SOCCER FEDERATION 1,"Chicago, IL",1,Job_490,Junior
Junior Data Scientist,Southern California Edison,"Rosemead, CA",1,Job_491,Junior
Data Scientist / MDM,UST Global,"Norfolk, VA",1,Job_492,Junior
Associate Data Scientist,NextEra Energy,"Miami, FL",1,Job_493,Junior
Data Scientist,Penn State University,"University Park, PA",1,Job_494,Junior
"Undergraduate Academic Advisor, Department of Statistics & D...",Carnegie Mellon University,"Pittsburgh, PA",1,Job_495,Junior
Data Scientist,CSG,"Greenwood Village, CO",1,Job_496,Junior
Data Scientist,2nd Order Solutions,NA,1,Job_497,Junior
"Data Scientist (with Engineering Focus), Maps Metrics",Apple,"Santa Clara Valley, CA",1,Job_498,Junior
Data Scientist,WLBenefits Group,"Bannockburn, IL",1,Job_499,Junior
Data Scientist,Genocea,"Cambridge, MA",1,Job_500,Junior
Data Scientist - Machine Learning,Tiger Analytics,"Louis, MO",1,Job_501,Junior
Data Science Targeter – R19-025,"Verite Group, Inc.","Dulles, VA",1,Job_502,Junior
A.I. Data Labeling Team Intern,Sighthound,"Winter Park, FL",1,Job_503,Entry
Machine Learning Engineer,CharterUP,"Atlanta, GA",1,Job_504,Junior
Data Scientist Opportunity,"CGI Group, Inc.","Fairfax, VA",1,Job_505,Junior
Data Scientist,Dematic,"Atlanta, GA",1,Job_506,Junior
Data Scientist,Zoomph,"Reston, VA",1,Job_507,Junior
Data Scientist,Sky RPO,"San Francisco, CA",1,Job_508,Junior
Data Scientist,Energy Sense Finance,"Tampa, FL",1,Job_509,Junior
Data Scientist,Knight Capital Funding,"Fort Lauderdale, FL",1,Job_510,Junior
Data Scientist,Jellyfish,"Baltimore, MD",1,Job_511,Junior
Data Scientist Intern,Sony Interactive Entertainment PlayStation,"San Diego, CA",1,Job_512,Entry
"Data Scientist, Analytics & Inference",Codecademy,"New York, NY",1,Job_513,Junior
Data Scientist,The Home Depot,"Atlanta, GA",1,Job_514,Junior
University - Data Scientist Consultant,Booz Allen Hamilton,"McLean, VA",1,Job_515,Junior
"Data Scientist Intern, PhD, 2020",Google,"Seattle, WA",1,Job_516,Entry
Consumer Insights Data Scientist,"Jimmy John's Franchise, LLC","Champaign, IL",1,Job_517,Junior
Data Scientist - Applied Machine Learning,Apple,"Austin, TX",1,Job_518,Junior
Lead Data Scientist,SaaSpack,"Foster City, CA",1,Job_519,Junior
Sr Data Analyst,Bank of America,"Charlotte, NC",1,Job_520,Junior
Senior Data Scientist - Sales,InVision Studio,NA,1,Job_521,Senior
Data Scientist,ASET Partners,"Washington, DC",1,Job_522,Junior
Machine Learning Engineer,"Learnable, Inc","Brighton, MA",1,Job_523,Junior
Data Scientist,DriveTime,"Tempe, AZ",1,Job_524,Junior
Customer Data Scientist (New York),h2o.ai,"New York, NY",1,Job_525,Junior
Sr. Data Scientist,Inspire Brands,"Atlanta, GA",1,Job_526,Senior
Data Scientist,Blue Apron,"New York, NY",1,Job_527,Junior
Data Scientist,Custoria,"New York, NY",1,Job_528,Junior
Junior Data Scientist - Apply Now,Kalibri Labs,"Rockville, MD",1,Job_529,Junior
Junior Data Scientist,Invent Analytics,"Philadelphia, PA",1,Job_530,Junior
ASSOCIATE DATA SCIENTIST,Collins Aerospace,"Westford, MA",1,Job_531,Junior
Distinguished Data Scientist,Verizon,"Alpharetta, GA",1,Job_532,Junior
Data Scientist Intern,Hewlett Packard Enterprise,"San Jose, CA",1,Job_533,Entry
Data Scientist,Innovizo,"Arlington, VA",1,Job_534,Junior
"Data Scientist- Advanced Analytics (Tech, Media & Telecom)",PwC,"Chicago, IL",1,Job_535,Junior
Data Scientist (Customer Facing),Inpher,"New York, NY",1,Job_536,Junior
"Data Scientist with H2O -- Hartford, CT",Tanisha Systems Inc,"Hartford, CT",1,Job_537,Junior
Data Science Intern,LexisNexis,"Raleigh, NC",1,Job_538,Entry
"Data Scientist, Analytics - New Product Experimentation",Facebook,"Menlo Park, CA",1,Job_539,Junior
Data Scientist,BP,"Denver, CO",1,Job_540,Junior
Machine Learning / NLP Data Scientist,Attadale Partners,"Chicago, IL",1,Job_541,Junior
Data Scientist,Uplight,"Boulder, CO",1,Job_542,Junior
Data Scientist Job,AGCO,"Duluth, GA",1,Job_543,Junior
Data Scientist (CI 001/DBE3),Scientific Systems and Software International (SSS...,"Baltimore, MD",1,Job_544,Junior
Data Scientist,EV Technologies,NA,1,Job_545,Junior
NLP Data Scientist,Athenium Analytics,"Washington, DC",1,Job_546,Junior
Data Scientist,Vanda Pharmaceuticals Inc.,"Washington, DC",1,Job_547,Junior
Data Scientist,Verizon,"Cary, NC",1,Job_548,Junior
Data Scientist Internship,A³ by Airbus,"Sunnyvale, CA",1,Job_549,Entry
Data Scientist,Unisys,"Sterling, VA",1,Job_550,Junior
Data Scientist - You Make Data Sing,NT Concepts,"Vienna, VA",1,Job_551,Junior
Geospatial Data Scientist,Premise,"Washington, DC",1,Job_552,Junior
Associate Data Scientist,Macmillan,"New York, NY",1,Job_553,Junior
Data Scientist,"A2Z Development Center, Inc.","Seattle, WA",1,Job_554,Junior
Data Scientist - TS/SCI FS Poly,Cyberjin,"McLean, VA",1,Job_555,Junior
Data Scientist,Verizon,"Morristown, NJ",1,Job_556,Junior
STATISTICIAN,ISBE,"Springfield, IL",1,Job_557,Junior
Data Scientist (Banking/Financial Services),Fractal Analytics,"San Francisco, CA",1,Job_558,Junior
ASSOC DATA SCIENTIST,Collins Aerospace,"Westford, MA",1,Job_559,Junior
Computer/Data Science/Programming Tutors,MyGuru Tutoring & Test Prep,"Boston, MA",1,Job_560,Junior
Senior Principal Data Scientist,ISO,"Buffalo Grove, IL",1,Job_561,Senior
3D Computer Vision Engineer,"Xyken, LLC","McLean, VA",1,Job_562,Junior
Data Scientist,Quevera,"Chantilly, VA",1,Job_563,Junior
Machine Learning Operations Engineer,4DV Analytics,"Ashburn, VA",1,Job_564,Junior
Data Scientist,Elder Research Inc,"Charlottesville, VA",1,Job_565,Junior
Data Scientist,VF Corporation,"Denver, CO",1,Job_566,Junior
Data Scientist,Transcorr National Logistics,"Fort Collins, CO",1,Job_567,Junior
2020 PhD Data Scientist Internship - Uber Eats (New York),Uber,"New York, NY",1,Job_568,Entry
Data Scientist,GreenKey,"Chicago, IL",1,Job_569,Junior
Data Scientist,Jo-Ann Fabric and Craft Stores,"Hudson, OH",1,Job_570,Junior
Data Scientist,MRP,"Tysons, VA",1,Job_571,Junior
Data Scientist,Broadcom,"San Diego, CA",1,Job_572,Junior
Junior Data Scientist,Ranker,"Los Angeles, CA",1,Job_573,Junior
Data Scientist,GM Financial,"Fort Worth, TX",1,Job_574,Junior
Machine Learning Data Scientist/Engineer,"Ironclad, Inc.","San Francisco, CA",1,Job_575,Junior
Venture Capital Analyst - Data Scientist,Simon Property Group,"New York, NY",1,Job_576,Junior
Data Scientist - Smart Mobility Analytics,Ford Motor Company,"Dearborn, MI",1,Job_577,Junior
Data Scientist,360i,"New York, NY",1,Job_578,Junior
Machine Learning Sourcer (San Francisco or Remote),Twitter,NA,1,Job_579,Junior
Data Scientist,HP,"Aguadilla, PR",1,Job_580,Junior
Data Scientist,Spin Electric Scooters,"San Francisco, CA",1,Job_581,Junior
Data Science Internship,"Red Hat, Inc.","Raleigh, NC",1,Job_582,Entry
Data Scientist,"RMDS Lab, Inc","Pasadena, CA",1,Job_583,Junior
"Data Scientist, Operations Data Science",Google,"Mountain View, CA",1,Job_584,Junior
Data Scientist,DELL,"Austin, TX",1,Job_585,Junior
Data Scientist,Dezign Concepts LLC,"Chantilly, VA",1,Job_586,Junior
Data Scientist - Level 5 (DCGS),Red Arch Solutions,"Chantilly, VA",1,Job_587,Junior
NH Deputy Data Director,Yang2020,NA,1,Job_588,Junior
Intermediate/Advanced Data Scientist,Naval Nuclear Laboratory,"Schenectady, NY",1,Job_589,Junior
Machine Learning / AI Summer Internship,"Applied Research Associates, Inc","Raleigh, NC",1,Job_590,Entry
Clinical Data Scientist - Provider Performance,PeaceHealth,"Bellingham, WA",1,Job_591,Junior
Data Scientist,AllyO,"Palo Alto, CA",1,Job_592,Junior
Innovation Internship - Artificial Intelligence (Masters Lev...,RTI International,"Durham, NC",1,Job_593,Entry
FDA Machine Learning Fellowship,Echo Global Logistics,NA,1,Job_594,Junior
Data Scientist,Jar House,"Chicago, IL",1,Job_595,Junior
Data Scientist,Valassis Digital,"Atlanta, GA",1,Job_596,Junior
Data Scientist,"OptivityX,LLC","Morrisville, NC",1,Job_597,Junior
data scientist,Qikspace,NA,1,Job_598,Junior
Data Scientist,Mathematica Policy Research,"Washington, DC",1,Job_599,Junior
Lead Data Scientist,Problem Forward LLC,"Baltimore, MD",1,Job_600,Junior
BlackHorse Data Scientist,BlackHorse Solutions,"Herndon, VA",1,Job_601,Junior
Data Scientist/Modeller,Triquetro,"Katy, TX",1,Job_602,Junior
Data Scientist/Machine Learning Engineer,Grokstream,"Aliso Viejo, CA",1,Job_603,Junior
Data Scientist,The Hartford,"Hartford, CT",1,Job_604,Junior
"Data Scientist, Media and Advertising Analytics",Spotify,"New York, NY",1,Job_605,Junior
"Applied Data Scientist, Government",Civis Analytics,"Houston, TX",1,Job_606,Junior
Machine Learning Scientist (Additive Manufacturing),"UES, Inc.","Dayton, OH",1,Job_607,Junior
Data Scientist,Lucas Systems,"Wexford, PA",1,Job_608,Junior
Data Scientist - NIH - OD/OSMO/OSPIDA/DARB,Camris International,"Bethesda, MD",1,Job_609,Junior
Data Scientist,Eagle Ray Inc,NA,1,Job_610,Junior
Pet Care Data Scientist,Kinship,"New York, NY",1,Job_611,Junior
Data Scientist,Gayathri's Sandbox,"Menlo Park, CA",1,Job_612,Junior
Data Scientist,Hiscox Insurance,"Atlanta, GA",1,Job_613,Junior
"Data Scientist, Education",Chan Zuckerberg Initiative,"Redwood City, CA",1,Job_614,Junior
Intern Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA",1,Job_615,Entry
Data Scientist - Modelling 91819,Optimal,"Dearborn, MI",1,Job_616,Junior
Sr. Data Analyst,Primary Talent Partners,"New Orleans, LA",1,Job_617,Senior
Data Scientist I - (Part-time),"Columbus Technologies and Services, Inc.","Pasadena, CA",1,Job_618,Junior
Data Scientist,Red Ventures,"Charlotte, NC",1,Job_619,Junior
Data Scientist - Early Career,Lawrence Livermore National Laboratory,"Livermore, CA",1,Job_620,Junior
Predictive Data Analytics / Machine Learning,Community Data Platforms,"Nantucket, MA",1,Job_621,Junior
Intern- Data Scientist,Vertiv Co.,"Westerville, OH",1,Job_622,Entry
Data Scientist,The Aerospace Corporation,"Chantilly, VA",1,Job_623,Junior
"Data Scientist, Telematics",Root Insurance Company,"Columbus, OH",1,Job_624,Junior
Data Scientist,Viola AI,"Boulder, CO",1,Job_625,Junior
"Associate, Data Sciences",Wavemaker,NA,1,Job_626,Junior
Sr. Data Scientist - Knowledge,Branch,"Redwood City, CA",1,Job_627,Senior
Senior Data Scientist- TS/SCI & Poly required,SAIC,"Chantilly, VA",1,Job_628,Senior
Data Architect,"Insight Enterprises, Inc.","Charlotte, NC",1,Job_629,Junior
"Data Scientist, Peacock, Direct-to-Consumer",NBCUniversal,"New York, NY",1,Job_630,Junior
Senior Data Modeler,Hearst,"Center Valley, PA",1,Job_631,Senior
Data Scientist,Grant Thornton,"Washington, DC",1,Job_632,Junior
"Machine Learning Intern (ML-Agents), AI@Unity",Unity Technologies,"San Francisco, CA",1,Job_633,Entry
Data Scientist Research Programmer,RAND Corporation,"Santa Monica, CA",1,Job_634,Junior
Data Scientist,Pinnacol Assurance,"Denver, CO",1,Job_635,Junior
Data Scientist,Pepperdata,NA,1,Job_636,Junior
Data Scientist TS or TS/SCI,StellarPeak Corp.,"Tenleytown, DC",1,Job_637,Junior
Intern (Artificial Intelligence),"Orbis, Inc.","Charleston, SC",1,Job_638,Entry
"Survey Statistician, GS-1530-07/09,Census-DE-SM",US Department of Commerce,"Jeffersonville, IN",1,Job_639,Junior
DATA SCIENTIST,Ortec International USA Inc.,"Atlanta, GA",1,Job_640,Junior
Product Data Scientist - Ads Data Science,Twitter,"San Francisco, CA",1,Job_641,Junior
Senior Data Scientist,Very,NA,1,Job_642,Senior
Data Specialist/Scientist,BBVA Compass,"Houston, TX",1,Job_643,Junior
Data Scientist,OMP,"Atlanta, GA",1,Job_644,Junior
Data Scientist,Green Dot Corporation,"Pasadena, CA",1,Job_645,Junior
"Data Scientist, Growth & Experimentation",Codecademy,"New York, NY",1,Job_646,Junior
Federal - Cyber Data Scientist,Accenture,"Arlington, VA",1,Job_647,Junior
Data Scientist,Epic Games,"San Diego, CA",1,Job_648,Junior
Data Scientist,AvantStay,"Los Angeles, CA",1,Job_649,Junior
Data Scientist - Modeling,Disney Streaming Services,"New York, NY",1,Job_650,Junior
Data Scientist/ Machine Learning Engineer,Allstate,"Northbrook, IL",1,Job_651,Junior
Summer 2020 Internship Program - Data Science,DSW,"Columbus, OH",1,Job_652,Entry
Sales Executive in Data Intelligence,Clickagy,"Roswell, GA",1,Job_653,Junior
Data Science-Architect,Wipro LTD,"Franklin Lakes, NJ",1,Job_654,Junior
Data Scientist Advisor,General Dynamics Information Technology,"MacDill AFB, FL",1,Job_655,Junior
AI/Deep Learning Data Scientist,Athenium Analytics,"Washington, DC",1,Job_656,Junior
Data Scientist,American Credit Acceptance,"Spartanburg, SC",1,Job_657,Junior
Data Scientist,Early Warning Services,"Chicago, IL",1,Job_658,Junior
NLP DATA SCIENTIST II,H. Lee Moffitt Cancer Center,"Tampa, FL",1,Job_659,Junior
Data Scientist,Best Buy,"Watertown, MA",1,Job_660,Junior
Data Science and Analytics (Data Engineer),TechtrendsIT,"Allentown, NJ",1,Job_661,Junior
Data Scientist (PhD),ExxonMobil,"Spring, TX",1,Job_662,Junior
"Data Scientist- Erlanger, KY",Archer Daniels Midland Company,"Erlanger, KY",1,Job_663,Junior
Data Scientist,The Rock Creek Group,"Washington, DC",1,Job_664,Junior
DATA SCIENTIST,BrightSpeed is a trademark of BrightSpeed,"Palm Coast, FL",1,Job_665,Junior
Sr Image Data Scientist,St. Jude Children's Research Hospital,"Memphis, TN",1,Job_666,Junior
Data Scientist Specialist,Hewlett Packard Enterprise,"Roseville, CA",1,Job_667,Junior
Data Scientist,Cloudera,"Brooklyn, NY",1,Job_668,Junior
Data Scientist,Verizon,"Boston, MA",1,Job_669,Junior
DATA SCIENTIST,Amsted Industries,"Granite City, IL",1,Job_670,Junior
"Data Scientist, Product Analytics",Facebook,"New York, NY",1,Job_671,Junior
Data Scientist,MRI Software,"Atlanta, GA",1,Job_672,Junior
Sr. Data Scientist,Nike,"New York, NY",1,Job_673,Senior
Data Scientist,iCIMS,"Holmdel, NJ",1,Job_674,Junior
Data Scientist,BNY Mellon,"New York, NY",1,Job_675,Junior
Data Scientist - Supply Operations,Convoy,"Seattle, WA",1,Job_676,Junior
Data Scientist III,"Columbus Technologies and Services, Inc.","Pasadena, CA",1,Job_677,Junior
Data Scientist,Clinc,"Ann Arbor, MI",1,Job_678,Junior
Director of Data Science,Chiro Matchmakers,"Silicon Valley, CA",1,Job_679,Junior
Scientist Deep Data Analytics,Sanofi,"Cambridge, MA",1,Job_680,Junior
Data Scientist - Information Security Focus,First American,"Santa Ana, CA",1,Job_681,Junior
Machine Learning Scientist,UES,"Dayton, OH",1,Job_682,Junior
Data Scientist - Agriculture Commodity Research Engine (ACRE...,McKinsey & Company,"Denver, CO",1,Job_683,Junior
Data Scientist M/F,Kayrros,"Houston, TX",1,Job_684,Junior
Data Scientist,"Twitch Interactive, Inc.",NA,1,Job_685,Junior
2020 Intern - Senior Data Scientist,IBM,NA,1,Job_686,Entry
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Herndon, VA",1,Job_687,Junior
Data Scientist,"Vision Technologies, Inc","Rockville, MD",1,Job_688,Junior
Junior Data Scientist/Quant Developer | Prattle Analytics Te...,Liquidnet,"Louis, MO",1,Job_689,Junior
Data Scientist,Cadent,"Philadelphia, PA",1,Job_690,Junior
Data Scientist - Rides,Uber,"San Francisco, CA",1,Job_691,Junior
Chief Data Scientist,Visa,"Bellevue, WA",1,Job_692,Junior
DATA SCIENTIST,innovaccer,"San Francisco, CA",1,Job_693,Junior
Data Scientist,Lown Institute,"Brookline, MA",1,Job_694,Junior
Data Scientist,Circle K,"Tempe, AZ",1,Job_695,Junior
DATA SCIENTIST,Red Violet Inc.,"Seattle, WA",1,Job_696,Junior
Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA",1,Job_697,Junior
"Director, Data Scientist - Technology",Walmart,"Plano, TX",1,Job_698,Junior
Data Scientist,ERNIESYS,"Seattle, WA",1,Job_699,Junior
Data Scientist,CITIZENS BANK,"Columbus, OH",1,Job_700,Junior
Data Scientist,Informa,"Dallas, TX",1,Job_701,Junior
Full Stack Developer and Data Scientist,Booz Allen Hamilton,"Rockville, MD",1,Job_702,Junior
Geospatial Data Scientist,Embedded Alliance,"Springfield, VA",1,Job_703,Junior
"Senior Data Scientist, Maps Metrics",Apple,"Santa Clara Valley, CA",1,Job_704,Senior
Juñior Data Scientist,PIÑATA SCIENCES,"Boston, MA",1,Job_705,Junior
Data Scientist,ASSURANCE,"Seattle, WA",1,Job_706,Junior
